"INDICATOR";"FREQ";"AGE";"SEX";"LOCATION";"REF_AREA";"SCENARIO";"TIME_PERIOD";"OBS_VALUE"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"1995";"64.0216"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2000";"78.0166"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2005";"139.0532"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2010";"118.3638"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2015";"86.2859999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"KWT";"M";"2020";"83.4574000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"1995";"40.3948"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2000";"150.297"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2005";"70.8454000000002"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2010";"142.5064"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2015";"-35.2811999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBN";"M";"2020";"33.2107999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"1995";"85.7131999999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2000";"83.6530000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2005";"89.2324000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2010";"55.2936"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2015";"90.0245999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"LBY";"M";"2020";"75.6566000000003"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"1995";"364.5474"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2000";"438.7966"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2005";"541.9896"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2010";"674.9268"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2015";"830.717"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"NER";"M";"2020";"1011.102"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"1995";"7.58699999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2000";"65.958"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2005";"56.0886"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2010";"271.003"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2015";"71.2139999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"OMN";"M";"2020";"51.2866"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"1995";"3428.4874"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2000";"2827.88019999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2005";"3035.5782"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2010";"2998.94680000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2015";"3041.4324"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PAK";"M";"2020";"2954.5188"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"1995";"121.2358"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2000";"71.0567999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2005";"90.6048000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2010";"107.187"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2015";"118.2204"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"PSE";"M";"2020";"125.7436"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"1995";"18.5078"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2000";"45.4932"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2005";"185.7108"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2010";"120.1672"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2015";"38.445"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"QAT";"M";"2020";"23.8752"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"1995";"-367.853200000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2000";"-565.982999999996"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2005";"-63.0106000000029"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2010";"-303.954399999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2015";"-417.466399999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"RUS";"M";"2020";"-608.689799999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SAU";"M";"1995";"315.4482"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SAU";"M";"2000";"909.0966"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SAU";"M";"2005";"513.664000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SAU";"M";"2010";"527.870799999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SAU";"M";"2015";"488.639400000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SAU";"M";"2020";"373.180399999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SDN";"M";"1995";"640.0152"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SDN";"M";"2000";"771.214599999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SDN";"M";"2005";"813.2262"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SDN";"M";"2010";"792.243000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SDN";"M";"2015";"977.237"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SDN";"M";"2020";"1035.3218"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SSD";"M";"1995";"243.7436"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SSD";"M";"2000";"277.2734"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SSD";"M";"2005";"380.3156"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SSD";"M";"2010";"442.2784"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SSD";"M";"2015";"340.2206"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SSD";"M";"2020";"343.4596"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SYR";"M";"1995";"406.5936"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SYR";"M";"2000";"359.2318"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SYR";"M";"2005";"673.056"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SYR";"M";"2010";"146.4698"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SYR";"M";"2015";"694.127"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"SYR";"M";"2020";"425.8698"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TCD";"M";"1995";"264.16"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TCD";"M";"2000";"342.6524"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TCD";"M";"2005";"341.2736"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TCD";"M";"2010";"376.9688"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TCD";"M";"2015";"425.564"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TCD";"M";"2020";"490.3098"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TJK";"M";"1995";"80.3644"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TJK";"M";"2000";"123.9006"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TJK";"M";"2005";"164.3342"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TJK";"M";"2010";"196.6116"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TJK";"M";"2015";"198.3056"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TJK";"M";"2020";"187.3392"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ARE";"M";"1995";"136.0094"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ARE";"M";"2000";"224.5062"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ARE";"M";"2005";"858.5308"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ARE";"M";"2010";"227.1182"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ARE";"M";"2015";"204.886"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"ARE";"M";"2020";"175.5084"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"EGY";"M";"1995";"993.6386"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"EGY";"M";"2000";"1128.2176"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"EGY";"M";"2005";"1259.6054"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"EGY";"M";"2010";"1325.9952"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"EGY";"M";"2015";"1271.1912"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"EGY";"M";"2020";"1185.4696"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TKM";"M";"1995";"62.6817999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TKM";"M";"2000";"49.284"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TKM";"M";"2005";"58.8312"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TKM";"M";"2010";"66.2984"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TKM";"M";"2015";"62.3704"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TKM";"M";"2020";"53.1941999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TUR";"M";"1995";"930.4326"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TUR";"M";"2000";"913.713799999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TUR";"M";"2005";"878.898800000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TUR";"M";"2010";"910.592599999998"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TUR";"M";"2015";"723.786600000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"TUR";"M";"2020";"680.685000000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"UZB";"M";"1995";"375.532799999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"UZB";"M";"2000";"243.1678"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"UZB";"M";"2005";"344.9738"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"UZB";"M";"2010";"388.1324"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"UZB";"M";"2015";"357.053599999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"UZB";"M";"2020";"299.215400000001"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"YEM";"M";"1995";"500.8672"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"YEM";"M";"2000";"523.4248"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"YEM";"M";"2005";"524.6694"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"YEM";"M";"2010";"554.4156"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"YEM";"M";"2015";"577.652"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"YEM";"M";"2020";"571.2296"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"BHR";"M";"1995";"20.9018"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"BHR";"M";"2000";"42.259"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"BHR";"M";"2005";"74.3958"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"BHR";"M";"2010";"21.6426"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"BHR";"M";"2015";"24.0773999999999"
"SP_POP_CHGE";"A";"_T";"_T";"_T";"BHR";"M";"2020";"18.122"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AFG";"M";"1995";"17586.073"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AFG";"M";"2000";"20595.36"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AFG";"M";"2005";"24860.855"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AFG";"M";"2010";"28397.812"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AFG";"M";"2015";"32006.788"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AFG";"M";"2020";"35666.904"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AZE";"M";"1995";"7770.806"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AZE";"M";"2000";"8117.742"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AZE";"M";"2005";"8563.398"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AZE";"M";"2010";"9094.718"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AZE";"M";"2015";"9612.58"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"AZE";"M";"2020";"10029.808"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"CYP";"M";"1995";"855.389"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"CYP";"M";"2000";"943.287"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"CYP";"M";"2005";"1032.586"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"CYP";"M";"2010";"1103.685"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"CYP";"M";"2015";"1164.695"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"CYP";"M";"2020";"1219.174"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"DJI";"M";"1995";"663.999"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"DJI";"M";"2000";"722.887"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"DJI";"M";"2005";"776.585"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"DJI";"M";"2010";"834.036"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"DJI";"M";"2015";"899.658"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"DJI";"M";"2020";"964.559"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ERI";"M";"1995";"3407.812"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ERI";"M";"2000";"3939.348"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ERI";"M";"2005";"4854.066"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ERI";"M";"2010";"5741.159"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ERI";"M";"2015";"6737.634"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ERI";"M";"2020";"7727.09"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ETH";"M";"1995";"57023.519"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ETH";"M";"2000";"66024.199"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ETH";"M";"2005";"76167.24"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ETH";"M";"2010";"87095.281"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ETH";"M";"2015";"98942.102"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ETH";"M";"2020";"111521.378"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GEO";"M";"1995";"5067.143"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GEO";"M";"2000";"4743.591"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GEO";"M";"2005";"4475.306"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GEO";"M";"2010";"4388.674"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GEO";"M";"2015";"4304.54"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GEO";"M";"2020";"4201.834"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GRC";"M";"1995";"10671.809"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GRC";"M";"2000";"10986.883"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GRC";"M";"2005";"11041.642"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GRC";"M";"2010";"11109.999"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GRC";"M";"2015";"11125.833"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"GRC";"M";"2020";"11078.874"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IND";"M";"1995";"955804.355"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IND";"M";"2000";"1042261.758"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IND";"M";"2005";"1127143.548"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IND";"M";"2010";"1205624.648"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IND";"M";"2015";"1282390.303"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IND";"M";"2020";"1353305.278"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRN";"M";"1995";"60468.352"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRN";"M";"2000";"65911.052"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRN";"M";"2005";"70152.384"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRN";"M";"2010";"74462.314"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRN";"M";"2015";"79476.308"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRN";"M";"2020";"84148.607"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRQ";"M";"1995";"20363.138"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRQ";"M";"2000";"23801.156"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRQ";"M";"2005";"27377.045"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRQ";"M";"2010";"30962.38"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRQ";"M";"2015";"35766.702"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"IRQ";"M";"2020";"40699.324"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ISR";"M";"1995";"5331.622"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ISR";"M";"2000";"6013.711"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ISR";"M";"2005";"6603.677"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ISR";"M";"2010";"7420.368"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ISR";"M";"2015";"7919.528"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ISR";"M";"2020";"8507.223"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ITA";"M";"1995";"56967.071"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ITA";"M";"2000";"56986.085"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ITA";"M";"2005";"58671.855"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ITA";"M";"2010";"60508.978"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ITA";"M";"2015";"61142.221"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"ITA";"M";"2020";"61386.011"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"JOR";"M";"1995";"4320.158"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"JOR";"M";"2000";"4767.476"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"JOR";"M";"2005";"5239.417"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"JOR";"M";"2010";"6454.554"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"JOR";"M";"2015";"7689.76"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"JOR";"M";"2020";"8086.739"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KAZ";"M";"1995";"15549.632"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KAZ";"M";"2000";"14575.644"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KAZ";"M";"2005";"15064.088"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KAZ";"M";"2010";"15921.127"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KAZ";"M";"2015";"16770.447"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KAZ";"M";"2020";"17519.471"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KGZ";"M";"1995";"4592.135"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KGZ";"M";"2000";"4954.85"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KGZ";"M";"2005";"5042.381"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KGZ";"M";"2010";"5334.223"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KGZ";"M";"2015";"5707.529"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KGZ";"M";"2020";"6162.363"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KWT";"M";"1995";"1586.123"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KWT";"M";"2000";"1906.231"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KWT";"M";"2005";"2296.314"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KWT";"M";"2010";"2991.58"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KWT";"M";"2015";"3583.399"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"KWT";"M";"2020";"4014.829"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBN";"M";"1995";"3033.406"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBN";"M";"2000";"3235.38"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBN";"M";"2005";"3986.865"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBN";"M";"2010";"4341.092"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBN";"M";"2015";"5053.624"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBN";"M";"2020";"4877.218"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBY";"M";"1995";"4747.619"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBY";"M";"2000";"5176.185"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBY";"M";"2005";"5594.45"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBY";"M";"2010";"6040.612"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBY";"M";"2015";"6317.08"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"LBY";"M";"2020";"6767.203"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"NER";"M";"1995";"9167.078"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"NER";"M";"2000";"10989.815"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"NER";"M";"2005";"13183.798"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"NER";"M";"2010";"15893.746"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"NER";"M";"2015";"19268.38"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"NER";"M";"2020";"23421.965"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"OMN";"M";"1995";"2154.6"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"OMN";"M";"2000";"2192.535"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"OMN";"M";"2005";"2522.325"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"OMN";"M";"2010";"2802.768"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"OMN";"M";"2015";"4157.783"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"OMN";"M";"2020";"4513.853"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"PAK";"M";"1995";"126689.577"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"PAK";"M";"2000";"143832.014"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"PAK";"M";"2005";"157971.415"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"PAK";"M";"2010";"173149.306"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"PAK";"M";"2015";"188144.04"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"PAK";"M";"2020";"203351.202"
"SP_POP_TOTL";"A";"_T";"_T";"_T";"PSE";"M";"1995";"2598.393"
